1,150,71,bulgyeyes_filter.png,225,225
1,159,67,bulgyeyes_filter.png,225,225
1,168,67,bulgyeyes_filter.png,225,225
1,178,68,bulgyeyes_filter.png,225,225
1,184,70,bulgyeyes_filter.png,225,225
1,191,73,bulgyeyes_filter.png,225,225
1,194,77,bulgyeyes_filter.png,225,225
1,200,80,bulgyeyes_filter.png,225,225
1,204,86,bulgyeyes_filter.png,225,225
1,208,92,bulgyeyes_filter.png,225,225
1,210,98,bulgyeyes_filter.png,225,225
1,212,107,bulgyeyes_filter.png,225,225
1,212,116,bulgyeyes_filter.png,225,225
1,211,125,bulgyeyes_filter.png,225,225
1,207,134,bulgyeyes_filter.png,225,225
1,200,142,bulgyeyes_filter.png,225,225
1,190,147,bulgyeyes_filter.png,225,225
1,181,151,bulgyeyes_filter.png,225,225
1,170,153,bulgyeyes_filter.png,225,225
1,160,153,bulgyeyes_filter.png,225,225
1,152,150,bulgyeyes_filter.png,225,225
1,143,145,bulgyeyes_filter.png,225,225
1,137,138,bulgyeyes_filter.png,225,225
1,131,129,bulgyeyes_filter.png,225,225
1,127,122,bulgyeyes_filter.png,225,225
1,126,113,bulgyeyes_filter.png,225,225
1,127,103,bulgyeyes_filter.png,225,225
1,130,92,bulgyeyes_filter.png,225,225
1,135,86,bulgyeyes_filter.png,225,225
1,140,79,bulgyeyes_filter.png,225,225
1,144,76,bulgyeyes_filter.png,225,225
1,195,144,bulgyeyes_filter.png,225,225
1,204,137,bulgyeyes_filter.png,225,225
1,134,135,bulgyeyes_filter.png,225,225
1,38,83,bulgyeyes_filter.png,225,225
1,42,80,bulgyeyes_filter.png,225,225
1,48,75,bulgyeyes_filter.png,225,225
1,56,73,bulgyeyes_filter.png,225,225
1,61,72,bulgyeyes_filter.png,225,225
1,71,73,bulgyeyes_filter.png,225,225
1,79,75,bulgyeyes_filter.png,225,225
1,89,79,bulgyeyes_filter.png,225,225
1,96,85,bulgyeyes_filter.png,225,225
1,101,92,bulgyeyes_filter.png,225,225
1,107,102,bulgyeyes_filter.png,225,225
1,108,116,bulgyeyes_filter.png,225,225
1,105,98,bulgyeyes_filter.png,225,225
1,107,111,bulgyeyes_filter.png,225,225
1,107,127,bulgyeyes_filter.png,225,225
1,103,136,bulgyeyes_filter.png,225,225
1,99,142,bulgyeyes_filter.png,225,225
1,94,147,bulgyeyes_filter.png,225,225
1,86,152,bulgyeyes_filter.png,225,225
1,80,156,bulgyeyes_filter.png,225,225
1,71,157,bulgyeyes_filter.png,225,225
1,62,157,bulgyeyes_filter.png,225,225
1,52,156,bulgyeyes_filter.png,225,225
1,45,153,bulgyeyes_filter.png,225,225
1,38,147,bulgyeyes_filter.png,225,225
1,31,141,bulgyeyes_filter.png,225,225
1,27,133,bulgyeyes_filter.png,225,225
1,24,127,bulgyeyes_filter.png,225,225
1,23,118,bulgyeyes_filter.png,225,225
1,23,108,bulgyeyes_filter.png,225,225
1,25,101,bulgyeyes_filter.png,225,225
1,29,94,bulgyeyes_filter.png,225,225
1,33,89,bulgyeyes_filter.png,225,225
1,105,132,bulgyeyes_filter.png,225,225
1,107,122,bulgyeyes_filter.png,225,225
1,84,76,bulgyeyes_filter.png,225,225
1,99,89,bulgyeyes_filter.png,225,225
1,57,157,bulgyeyes_filter.png,225,225
