right,419,80,moustache_filter.png,840,245
right,436,68,moustache_filter.png,840,245
right,448,59,moustache_filter.png,840,245
right,459,53,moustache_filter.png,840,245
right,473,47,moustache_filter.png,840,245
right,486,43,moustache_filter.png,840,245
right,505,42,moustache_filter.png,840,245
right,525,43,moustache_filter.png,840,245
right,541,46,moustache_filter.png,840,245
right,557,54,moustache_filter.png,840,245
right,572,61,moustache_filter.png,840,245
right,586,74,moustache_filter.png,840,245
right,599,83,moustache_filter.png,840,245
right,611,93,moustache_filter.png,840,245
right,622,104,moustache_filter.png,840,245
right,634,113,moustache_filter.png,840,245
right,647,123,moustache_filter.png,840,245
right,661,135,moustache_filter.png,840,245
right,676,145,moustache_filter.png,840,245
right,694,156,moustache_filter.png,840,245
right,717,164,moustache_filter.png,840,245
right,735,168,moustache_filter.png,840,245
right,755,167,moustache_filter.png,840,245
right,772,161,moustache_filter.png,840,245
right,783,151,moustache_filter.png,840,245
right,790,136,moustache_filter.png,840,245
right,790,123,moustache_filter.png,840,245
right,785,110,moustache_filter.png,840,245
right,777,98,moustache_filter.png,840,245
right,766,90,moustache_filter.png,840,245
right,751,86,moustache_filter.png,840,245
right,737,86,moustache_filter.png,840,245
right,750,80,moustache_filter.png,840,245
right,760,79,moustache_filter.png,840,245
right,775,79,moustache_filter.png,840,245
right,790,84,moustache_filter.png,840,245
right,801,90,moustache_filter.png,840,245
right,809,100,moustache_filter.png,840,245
right,816,115,moustache_filter.png,840,245
right,820,138,moustache_filter.png,840,245
right,816,158,moustache_filter.png,840,245
right,805,175,moustache_filter.png,840,245
right,791,193,moustache_filter.png,840,245
right,779,201,moustache_filter.png,840,245
right,766,208,moustache_filter.png,840,245
right,755,213,moustache_filter.png,840,245
right,743,217,moustache_filter.png,840,245
right,730,222,moustache_filter.png,840,245
right,711,227,moustache_filter.png,840,245
right,689,231,moustache_filter.png,840,245
right,669,233,moustache_filter.png,840,245
right,650,235,moustache_filter.png,840,245
right,631,235,moustache_filter.png,840,245
right,610,232,moustache_filter.png,840,245
right,588,230,moustache_filter.png,840,245
right,570,228,moustache_filter.png,840,245
right,550,222,moustache_filter.png,840,245
right,529,218,moustache_filter.png,840,245
right,516,212,moustache_filter.png,840,245
right,499,205,moustache_filter.png,840,245
right,482,198,moustache_filter.png,840,245
right,467,188,moustache_filter.png,840,245
right,456,181,moustache_filter.png,840,245
right,443,173,moustache_filter.png,840,245
right,429,165,moustache_filter.png,840,245
right,421,155,moustache_filter.png,840,245
left,412,161,moustache_filter.png,840,245
left,401,169,moustache_filter.png,840,245
left,391,180,moustache_filter.png,840,245
left,371,189,moustache_filter.png,840,245
left,353,199,moustache_filter.png,840,245
left,330,210,moustache_filter.png,840,245
left,304,219,moustache_filter.png,840,245
left,278,224,moustache_filter.png,840,245
left,249,232,moustache_filter.png,840,245
left,228,234,moustache_filter.png,840,245
left,210,235,moustache_filter.png,840,245
left,184,233,moustache_filter.png,840,245
left,164,233,moustache_filter.png,840,245
left,140,230,moustache_filter.png,840,245
left,118,225,moustache_filter.png,840,245
left,98,219,moustache_filter.png,840,245
left,78,210,moustache_filter.png,840,245
left,62,201,moustache_filter.png,840,245
left,45,190,moustache_filter.png,840,245
left,32,172,moustache_filter.png,840,245
left,23,155,moustache_filter.png,840,245
left,21,138,moustache_filter.png,840,245
left,21,122,moustache_filter.png,840,245
left,29,104,moustache_filter.png,840,245
left,39,91,moustache_filter.png,840,245
left,55,82,moustache_filter.png,840,245
left,73,81,moustache_filter.png,840,245
left,86,80,moustache_filter.png,840,245
left,101,84,moustache_filter.png,840,245
left,82,88,moustache_filter.png,840,245
left,71,92,moustache_filter.png,840,245
left,61,102,moustache_filter.png,840,245
left,52,116,moustache_filter.png,840,245
left,51,137,moustache_filter.png,840,245
left,59,152,moustache_filter.png,840,245
left,73,164,moustache_filter.png,840,245
left,91,168,moustache_filter.png,840,245
left,113,166,moustache_filter.png,840,245
left,133,161,moustache_filter.png,840,245
left,146,156,moustache_filter.png,840,245
left,157,148,moustache_filter.png,840,245
left,175,137,moustache_filter.png,840,245
left,191,126,moustache_filter.png,840,245
left,210,111,moustache_filter.png,840,245
left,226,96,moustache_filter.png,840,245
left,242,83,moustache_filter.png,840,245
left,265,65,moustache_filter.png,840,245
left,288,52,moustache_filter.png,840,245
left,310,43,moustache_filter.png,840,245
left,334,41,moustache_filter.png,840,245
left,360,44,moustache_filter.png,840,245
left,383,56,moustache_filter.png,840,245
left,405,70,moustache_filter.png,840,245
